A0 00:W 01:H 02:I 03:C 04:H C:1 H:1 I:1 W:1
A1 10:W 11:H 12:I 13:C 14:H C:1 H:1 I:1 W:1
A2 20:W 21:H 22:I 23:C 24:H C:1 H:1 I:1 W:1
A3 30:W 31:H 32:I 33:C 34:H C:1 H:1 I:1 W:1
A0 00:T 01:H 02:E 03:R 04:E E:1 H:1 R:1 T:1
A1 10:T 11:H 12:E 13:R 14:E E:1 H:1 R:1 T:1
A2 20:T 21:H 22:E 23:R 24:E E:1 H:1 R:1 T:1
A3 30:T 31:H 32:E 33:R 34:E E:1 H:1 R:1 T:1
A3 30:L 31:O 32:B 33:B 34:Y B:1 L:1 O:1 Y:1
A0 00:J 01:E 02:A 03:N 04:S A:1 E:1 J:1 N:1 S:1
A1 10:J 11:E 12:A 13:N 14:S A:1 E:1 J:1 N:1 S:1
A2 20:J 21:E 22:A 23:N 24:S A:1 E:1 J:1 N:1 S:1
A3 30:J 31:E 32:A 33:N 34:S A:1 E:1 J:1 N:1 S:1
A0 00:G 01:R 02:I 03:N 04:S G:1 I:1 N:1 R:1 S:1
A1 10:G 11:R 12:I 13:N 14:S G:1 I:1 N:1 R:1 S:1
A2 20:G 21:R 22:I 23:N 24:S G:1 I:1 N:1 R:1 S:1
A3 30:G 31:R 32:I 33:N 34:S G:1 I:1 N:1 R:1 S:1
A0 00:V 01:I 02:O 03:L 04:A A:1 I:1 L:1 O:1 V:1
A1 10:V 11:I 12:O 13:L 14:A A:1 I:1 L:1 O:1 V:1
A2 20:V 21:I 22:O 23:L 24:A A:1 I:1 L:1 O:1 V:1
A3 30:V 31:I 32:O 33:L 34:A A:1 I:1 L:1 O:1 V:1
A0 00:L 01:I 02:N 03:E 04:R E:1 I:1 L:1 N:1 R:1
A1 10:L 11:I 12:N 13:E 14:R E:1 I:1 L:1 N:1 R:1
A2 20:L 21:I 22:N 23:E 24:R E:1 I:1 L:1 N:1 R:1
A3 30:L 31:I 32:N 33:E 34:R E:1 I:1 L:1 N:1 R:1
A0 00:C 01:O 02:M 03:E 04:T C:1 E:1 M:1 O:1 T:1
A1 10:C 11:O 12:M 13:E 14:T C:1 E:1 M:1 O:1 T:1
A2 20:C 21:O 22:M 23:E 24:T C:1 E:1 M:1 O:1 T:1
A3 30:C 31:O 32:M 33:E 34:T C:1 E:1 M:1 O:1 T:1
A0 00:S 01:C 02:A 03:R 04:S A:1 C:1 R:1 S:1
A1 10:S 11:C 12:A 13:R 14:S A:1 C:1 R:1 S:1
A2 20:S 21:C 22:A 23:R 24:S A:1 C:1 R:1 S:1
A3 30:S 31:C 32:A 33:R 34:S A:1 C:1 R:1 S:1
A0 00:C 01:H 02:O 03:P 04:S C:1 H:1 O:1 P:1 S:1
A1 10:C 11:H 12:O 13:P 14:S C:1 H:1 O:1 P:1 S:1
A2 20:C 21:H 22:O 23:P 24:S C:1 H:1 O:1 P:1 S:1
A3 30:C 31:H 32:O 33:P 34:S C:1 H:1 O:1 P:1 S:1
A0 00:R 01:A 02:I 03:D 04:S A:1 D:1 I:1 R:1 S:1
A1 10:R 11:A 12:I 13:D 14:S A:1 D:1 I:1 R:1 S:1
A2 20:R 21:A 22:I 23:D 24:S A:1 D:1 I:1 R:1 S:1
A3 30:R 31:A 32:I 33:D 34:S A:1 D:1 I:1 R:1 S:1
A0 00:E 01:A 02:T 03:E 04:R A:1 E:1 R:1 T:1
A1 10:E 11:A 12:T 13:E 14:R A:1 E:1 R:1 T:1
A2 20:E 21:A 22:T 23:E 24:R A:1 E:1 R:1 T:1
A3 30:E 31:A 32:T 33:E 34:R A:1 E:1 R:1 T:1
A0 00:S 01:L 02:A 03:T 04:E A:1 E:1 L:1 S:1 T:1
A1 10:S 11:L 12:A 13:T 14:E A:1 E:1 L:1 S:1 T:1
A2 20:S 21:L 22:A 23:T 24:E A:1 E:1 L:1 S:1 T:1
A3 30:S 31:L 32:A 33:T 34:E A:1 E:1 L:1 S:1 T:1
A0 00:S 01:K 02:I 03:P 04:S I:1 K:1 P:1 S:1
A1 10:S 11:K 12:I 13:P 14:S I:1 K:1 P:1 S:1
A2 20:S 21:K 22:I 23:P 24:S I:1 K:1 P:1 S:1
A3 30:S 31:K 32:I 33:P 34:S I:1 K:1 P:1 S:1
A0 00:S 01:O 02:L 03:E 04:S E:1 L:1 O:1 S:1
A1 10:S 11:O 12:L 13:E 14:S E:1 L:1 O:1 S:1
A2 20:S 21:O 22:L 23:E 24:S E:1 L:1 O:1 S:1
A3 30:S 31:O 32:L 33:E 34:S E:1 L:1 O:1 S:1
A0 00:M 01:I 02:S 03:T 04:Y I:1 M:1 S:1 T:1 Y:1
A1 10:M 11:I 12:S 13:T 14:Y I:1 M:1 S:1 T:1 Y:1
A2 20:M 21:I 22:S 23:T 24:Y I:1 M:1 S:1 T:1 Y:1
A3 30:M 31:I 32:S 33:T 34:Y I:1 M:1 S:1 T:1 Y:1
A0 00:U 01:R 02:I 03:N 04:E E:1 I:1 N:1 R:1 U:1
A1 10:U 11:R 12:I 13:N 14:E E:1 I:1 N:1 R:1 U:1
A2 20:U 21:R 22:I 23:N 24:E E:1 I:1 N:1 R:1 U:1
A3 30:U 31:R 32:I 33:N 34:E E:1 I:1 N:1 R:1 U:1
A0 00:K 01:N 02:O 03:B 04:S B:1 K:1 N:1 O:1 S:1
A1 10:K 11:N 12:O 13:B 14:S B:1 K:1 N:1 O:1 S:1
A2 20:K 21:N 22:O 23:B 24:S B:1 K:1 N:1 O:1 S:1
A3 30:K 31:N 32:O 33:B 34:S B:1 K:1 N:1 O:1 S:1
A0 00:S 01:L 02:E 03:E 04:T E:1 L:1 S:1 T:1
A1 10:S 11:L 12:E 13:E 14:T E:1 L:1 S:1 T:1
A2 20:S 21:L 22:E 23:E 24:T E:1 L:1 S:1 T:1
A3 30:S 31:L 32:E 33:E 34:T E:1 L:1 S:1 T:1
A0 00:H 01:O 02:L 03:L 04:Y H:1 L:1 O:1 Y:1
A1 10:H 11:O 12:L 13:L 14:Y H:1 L:1 O:1 Y:1
A2 20:H 21:O 22:L 23:L 24:Y H:1 L:1 O:1 Y:1
A3 30:H 31:O 32:L 33:L 34:Y H:1 L:1 O:1 Y:1
A0 00:P 01:E 02:S 03:T 04:S E:1 P:1 S:1 T:1
A1 10:P 11:E 12:S 13:T 14:S E:1 P:1 S:1 T:1
A2 20:P 21:E 22:S 23:T 24:S E:1 P:1 S:1 T:1
A3 30:P 31:E 32:S 33:T 34:S E:1 P:1 S:1 T:1
A0 00:F 01:O 02:R 03:K 04:S F:1 K:1 O:1 R:1 S:1
A1 10:F 11:O 12:R 13:K 14:S F:1 K:1 O:1 R:1 S:1
A2 20:F 21:O 22:R 23:K 24:S F:1 K:1 O:1 R:1 S:1
A3 30:F 31:O 32:R 33:K 34:S F:1 K:1 O:1 R:1 S:1
A0 00:G 01:R 02:I 03:L 04:L G:1 I:1 L:1 R:1
A1 10:G 11:R 12:I 13:L 14:L G:1 I:1 L:1 R:1
A2 20:G 21:R 22:I 23:L 24:L G:1 I:1 L:1 R:1
A3 30:G 31:R 32:I 33:L 34:L G:1 I:1 L:1 R:1
A0 00:T 01:R 02:A 03:Y 04:S A:1 R:1 S:1 T:1 Y:1
A1 10:T 11:R 12:A 13:Y 14:S A:1 R:1 S:1 T:1 Y:1
A2 20:T 21:R 22:A 23:Y 24:S A:1 R:1 S:1 T:1 Y:1
A3 30:T 31:R 32:A 33:Y 34:S A:1 R:1 S:1 T:1 Y:1
A0 00:P 01:A 02:I 03:L 04:S A:1 I:1 L:1 P:1 S:1
A1 10:P 11:A 12:I 13:L 14:S A:1 I:1 L:1 P:1 S:1
A2 20:P 21:A 22:I 23:L 24:S A:1 I:1 L:1 P:1 S:1
A3 30:P 31:A 32:I 33:L 34:S A:1 I:1 L:1 P:1 S:1
A0 00:B 01:O 02:R 03:N 04:E B:1 E:1 N:1 O:1 R:1
A1 10:B 11:O 12:R 13:N 14:E B:1 E:1 N:1 O:1 R:1
A2 20:B 21:O 22:R 23:N 24:E B:1 E:1 N:1 O:1 R:1
A3 30:B 31:O 32:R 33:N 34:E B:1 E:1 N:1 O:1 R:1
A0 00:T 01:E 02:N 03:O 04:R E:1 N:1 O:1 R:1 T:1
A1 10:T 11:E 12:N 13:O 14:R E:1 N:1 O:1 R:1 T:1
A2 20:T 21:E 22:N 23:O 24:R E:1 N:1 O:1 R:1 T:1
A3 30:T 31:E 32:N 33:O 34:R E:1 N:1 O:1 R:1 T:1
A0 00:W 01:A 02:R 03:E 04:S A:1 E:1 R:1 S:1 W:1
A1 10:W 11:A 12:R 13:E 14:S A:1 E:1 R:1 S:1 W:1
A2 20:W 21:A 22:R 23:E 24:S A:1 E:1 R:1 S:1 W:1
A3 30:W 31:A 32:R 33:E 34:S A:1 E:1 R:1 S:1 W:1
A0 00:C 01:A 02:R 03:O 04:L A:1 C:1 L:1 O:1 R:1
A1 10:C 11:A 12:R 13:O 14:L A:1 C:1 L:1 O:1 R:1
A2 20:C 21:A 22:R 23:O 24:L A:1 C:1 L:1 O:1 R:1
A3 30:C 31:A 32:R 33:O 34:L A:1 C:1 L:1 O:1 R:1
A0 00:W 01:O 02:O 03:D 04:Y D:1 O:1 W:1 Y:1
A1 10:W 11:O 12:O 13:D 14:Y D:1 O:1 W:1 Y:1
A2 20:W 21:O 22:O 23:D 24:Y D:1 O:1 W:1 Y:1
A3 30:W 31:O 32:O 33:D 34:Y D:1 O:1 W:1 Y:1
A0 00:C 01:A 02:N 03:O 04:N A:1 C:1 N:1 O:1
A1 10:C 11:A 12:N 13:O 14:N A:1 C:1 N:1 O:1
A2 20:C 21:A 22:N 23:O 24:N A:1 C:1 N:1 O:1
A3 30:C 31:A 32:N 33:O 34:N A:1 C:1 N:1 O:1
A0 00:W 01:A 02:K 03:E 04:S A:1 E:1 K:1 S:1 W:1
A1 10:W 11:A 12:K 13:E 14:S A:1 E:1 K:1 S:1 W:1
A2 20:W 21:A 22:K 23:E 24:S A:1 E:1 K:1 S:1 W:1
A3 30:W 31:A 32:K 33:E 34:S A:1 E:1 K:1 S:1 W:1
A0 00:K 01:I 02:T 03:T 04:Y I:1 K:1 T:1 Y:1
A1 10:K 11:I 12:T 13:T 14:Y I:1 K:1 T:1 Y:1
A2 20:K 21:I 22:T 23:T 24:Y I:1 K:1 T:1 Y:1
A3 30:K 31:I 32:T 33:T 34:Y I:1 K:1 T:1 Y:1
A0 00:M 01:I 02:N 03:E 04:R E:1 I:1 M:1 N:1 R:1
A1 10:M 11:I 12:N 13:E 14:R E:1 I:1 M:1 N:1 R:1
A2 20:M 21:I 22:N 23:E 24:R E:1 I:1 M:1 N:1 R:1
A3 30:M 31:I 32:N 33:E 34:R E:1 I:1 M:1 N:1 R:1
A0 00:P 01:O 02:L 03:L 04:S L:1 O:1 P:1 S:1
A1 10:P 11:O 12:L 13:L 14:S L:1 O:1 P:1 S:1
A2 20:P 21:O 22:L 23:L 24:S L:1 O:1 P:1 S:1
A3 30:P 31:O 32:L 33:L 34:S L:1 O:1 P:1 S:1
A0 00:S 01:H 02:A 03:K 04:Y A:1 H:1 K:1 S:1 Y:1
A1 10:S 11:H 12:A 13:K 14:Y A:1 H:1 K:1 S:1 Y:1
A2 20:S 21:H 22:A 23:K 24:Y A:1 H:1 K:1 S:1 Y:1
A3 30:S 31:H 32:A 33:K 34:Y A:1 H:1 K:1 S:1 Y:1
A0 00:N 01:A 02:S 03:A 04:L A:1 L:1 N:1 S:1
A1 10:N 11:A 12:S 13:A 14:L A:1 L:1 N:1 S:1
A2 20:N 21:A 22:S 23:A 24:L A:1 L:1 N:1 S:1
A3 30:N 31:A 32:S 33:A 34:L A:1 L:1 N:1 S:1
A0 00:S 01:C 02:O 03:R 04:N C:1 N:1 O:1 R:1 S:1
A1 10:S 11:C 12:O 13:R 14:N C:1 N:1 O:1 R:1 S:1
A2 20:S 21:C 22:O 23:R 24:N C:1 N:1 O:1 R:1 S:1
A3 30:S 31:C 32:O 33:R 34:N C:1 N:1 O:1 R:1 S:1
A0 00:C 01:H 02:E 03:S 04:S C:1 E:1 H:1 S:1
A1 10:C 11:H 12:E 13:S 14:S C:1 E:1 H:1 S:1
A2 20:C 21:H 22:E 23:S 24:S C:1 E:1 H:1 S:1
A3 30:C 31:H 32:E 33:S 34:S C:1 E:1 H:1 S:1
A0 00:T 01:A 02:X 03:I 04:S A:1 I:1 S:1 T:1 X:1
A1 10:T 11:A 12:X 13:I 14:S A:1 I:1 S:1 T:1 X:1
A2 20:T 21:A 22:X 23:I 24:S A:1 I:1 S:1 T:1 X:1
A3 30:T 31:A 32:X 33:I 34:S A:1 I:1 S:1 T:1 X:1
A0 00:C 01:R 02:A 03:T 04:E A:1 C:1 E:1 R:1 T:1
A1 10:C 11:R 12:A 13:T 14:E A:1 C:1 E:1 R:1 T:1
A2 20:C 21:R 22:A 23:T 24:E A:1 C:1 E:1 R:1 T:1
A3 30:C 31:R 32:A 33:T 34:E A:1 C:1 E:1 R:1 T:1
A0 00:S 01:H 02:Y 03:L 04:Y H:1 L:1 S:1 Y:1
A1 10:S 11:H 12:Y 13:L 14:Y H:1 L:1 S:1 Y:1
A2 20:S 21:H 22:Y 23:L 24:Y H:1 L:1 S:1 Y:1
A3 30:S 31:H 32:Y 33:L 34:Y H:1 L:1 S:1 Y:1
A0 00:T 01:U 02:L 03:I 04:P I:1 L:1 P:1 T:1 U:1
A1 10:T 11:U 12:L 13:I 14:P I:1 L:1 P:1 T:1 U:1
A2 20:T 21:U 22:L 23:I 24:P I:1 L:1 P:1 T:1 U:1
A3 30:T 31:U 32:L 33:I 34:P I:1 L:1 P:1 T:1 U:1
A0 00:F 01:O 02:R 03:G 04:E E:1 F:1 G:1 O:1 R:1
A1 10:F 11:O 12:R 13:G 14:E E:1 F:1 G:1 O:1 R:1
A2 20:F 21:O 22:R 23:G 24:E E:1 F:1 G:1 O:1 R:1
A3 30:F 31:O 32:R 33:G 34:E E:1 F:1 G:1 O:1 R:1
A0 00:N 01:Y 02:M 03:P 04:H H:1 M:1 N:1 P:1 Y:1
A1 10:N 11:Y 12:M 13:P 14:H H:1 M:1 N:1 P:1 Y:1
A2 20:N 21:Y 22:M 23:P 24:H H:1 M:1 N:1 P:1 Y:1
A3 30:N 31:Y 32:M 33:P 34:H H:1 M:1 N:1 P:1 Y:1
A0 00:B 01:U 02:D 03:G 04:E B:1 D:1 E:1 G:1 U:1
A1 10:B 11:U 12:D 13:G 14:E B:1 D:1 E:1 G:1 U:1
A2 20:B 21:U 22:D 23:G 24:E B:1 D:1 E:1 G:1 U:1
A3 30:B 31:U 32:D 33:G 34:E B:1 D:1 E:1 G:1 U:1
A0 00:L 01:O 02:W 03:L 04:Y L:1 O:1 W:1 Y:1
A1 10:L 11:O 12:W 13:L 14:Y L:1 O:1 W:1 Y:1
A2 20:L 21:O 22:W 23:L 24:Y L:1 O:1 W:1 Y:1
A3 30:L 31:O 32:W 33:L 34:Y L:1 O:1 W:1 Y:1
A0 00:A 01:B 02:I 03:D 04:E A:1 B:1 D:1 E:1 I:1
A1 10:A 11:B 12:I 13:D 14:E A:1 B:1 D:1 E:1 I:1
A2 20:A 21:B 22:I 23:D 24:E A:1 B:1 D:1 E:1 I:1
A3 30:A 31:B 32:I 33:D 34:E A:1 B:1 D:1 E:1 I:1
A0 00:D 01:E 02:P 03:O 04:T D:1 E:1 O:1 P:1 T:1
A1 10:D 11:E 12:P 13:O 14:T D:1 E:1 O:1 P:1 T:1
A2 20:D 21:E 22:P 23:O 24:T D:1 E:1 O:1 P:1 T:1
A3 30:D 31:E 32:P 33:O 34:T D:1 E:1 O:1 P:1 T:1
A0 00:O 01:A 02:S 03:E 04:S A:1 E:1 O:1 S:1
A1 10:O 11:A 12:S 13:E 14:S A:1 E:1 O:1 S:1
A2 20:O 21:A 22:S 23:E 24:S A:1 E:1 O:1 S:1
A3 30:O 31:A 32:S 33:E 34:S A:1 E:1 O:1 S:1
A0 00:A 01:S 02:S 03:E 04:S A:1 E:1 S:1
A1 10:A 11:S 12:S 13:E 14:S A:1 E:1 S:1
A2 20:A 21:S 22:S 23:E 24:S A:1 E:1 S:1
A3 30:A 31:S 32:S 33:E 34:S A:1 E:1 S:1
A0 00:S 01:H 02:E 03:D 04:S D:1 E:1 H:1 S:1
A1 10:S 11:H 12:E 13:D 14:S D:1 E:1 H:1 S:1
A2 20:S 21:H 22:E 23:D 24:S D:1 E:1 H:1 S:1
A3 30:S 31:H 32:E 33:D 34:S D:1 E:1 H:1 S:1
A0 00:F 01:U 02:D 03:G 04:E D:1 E:1 F:1 G:1 U:1
A1 10:F 11:U 12:D 13:G 14:E D:1 E:1 F:1 G:1 U:1
A2 20:F 21:U 22:D 23:G 24:E D:1 E:1 F:1 G:1 U:1
A3 30:F 31:U 32:D 33:G 34:E D:1 E:1 F:1 G:1 U:1
A0 00:P 01:I 02:L 03:L 04:S I:1 L:1 P:1 S:1
A1 10:P 11:I 12:L 13:L 14:S I:1 L:1 P:1 S:1
A2 20:P 21:I 22:L 23:L 24:S I:1 L:1 P:1 S:1
A3 30:P 31:I 32:L 33:L 34:S I:1 L:1 P:1 S:1
A0 00:R 01:I 02:V 03:E 04:T E:1 I:1 R:1 T:1 V:1
A1 10:R 11:I 12:V 13:E 14:T E:1 I:1 R:1 T:1 V:1
A2 20:R 21:I 22:V 23:E 24:T E:1 I:1 R:1 T:1 V:1
A3 30:R 31:I 32:V 33:E 34:T E:1 I:1 R:1 T:1 V:1
A0 00:T 01:H 02:I 03:N 04:E E:1 H:1 I:1 N:1 T:1
A1 10:T 11:H 12:I 13:N 14:E E:1 H:1 I:1 N:1 T:1
A2 20:T 21:H 22:I 23:N 24:E E:1 H:1 I:1 N:1 T:1
A3 30:T 31:H 32:I 33:N 34:E E:1 H:1 I:1 N:1 T:1
A0 00:G 01:R 02:O 03:O 04:M G:1 M:1 O:1 R:1
A1 10:G 11:R 12:O 13:O 14:M G:1 M:1 O:1 R:1
A2 20:G 21:R 22:O 23:O 24:M G:1 M:1 O:1 R:1
A3 30:G 31:R 32:O 33:O 34:M G:1 M:1 O:1 R:1
A0 00:L 01:A 02:N 03:K 04:Y A:1 K:1 L:1 N:1 Y:1
A1 10:L 11:A 12:N 13:K 14:Y A:1 K:1 L:1 N:1 Y:1
A2 20:L 21:A 22:N 23:K 24:Y A:1 K:1 L:1 N:1 Y:1
A3 30:L 31:A 32:N 33:K 34:Y A:1 K:1 L:1 N:1 Y:1
A0 00:B 01:O 02:O 03:S 04:T B:1 O:1 S:1 T:1
A1 10:B 11:O 12:O 13:S 14:T B:1 O:1 S:1 T:1
A2 20:B 21:O 22:O 23:S 24:T B:1 O:1 S:1 T:1
A3 30:B 31:O 32:O 33:S 34:T B:1 O:1 S:1 T:1
A0 00:B 01:R 02:O 03:T 04:H B:1 H:1 O:1 R:1 T:1
A1 10:B 11:R 12:O 13:T 14:H B:1 H:1 O:1 R:1 T:1
A2 20:B 21:R 22:O 23:T 24:H B:1 H:1 O:1 R:1 T:1
A3 30:B 31:R 32:O 33:T 34:H B:1 H:1 O:1 R:1 T:1
A0 00:H 01:E 02:A 03:V 04:E A:1 E:1 H:1 V:1
A1 10:H 11:E 12:A 13:V 14:E A:1 E:1 H:1 V:1
A2 20:H 21:E 22:A 23:V 24:E A:1 E:1 H:1 V:1
A3 30:H 31:E 32:A 33:V 34:E A:1 E:1 H:1 V:1
A0 00:G 01:R 02:A 03:V 04:Y A:1 G:1 R:1 V:1 Y:1
A1 10:G 11:R 12:A 13:V 14:Y A:1 G:1 R:1 V:1 Y:1
A2 20:G 21:R 22:A 23:V 24:Y A:1 G:1 R:1 V:1 Y:1
A3 30:G 31:R 32:A 33:V 34:Y A:1 G:1 R:1 V:1 Y:1
A0 00:B 01:E 02:E 03:C 04:H B:1 C:1 E:1 H:1
A1 10:B 11:E 12:E 13:C 14:H B:1 C:1 E:1 H:1
A2 20:B 21:E 22:E 23:C 24:H B:1 C:1 E:1 H:1
A3 30:B 31:E 32:E 33:C 34:H B:1 C:1 E:1 H:1
A0 00:T 01:I 02:M 03:E 04:D D:1 E:1 I:1 M:1 T:1
A1 10:T 11:I 12:M 13:E 14:D D:1 E:1 I:1 M:1 T:1
A2 20:T 21:I 22:M 23:E 24:D D:1 E:1 I:1 M:1 T:1
A3 30:T 31:I 32:M 33:E 34:D D:1 E:1 I:1 M:1 T:1
A0 00:Q 01:U 02:A 03:I 04:L A:1 I:1 L:1 Q:1 U:1
A1 10:Q 11:U 12:A 13:I 14:L A:1 I:1 L:1 Q:1 U:1
A2 20:Q 21:U 22:A 23:I 24:L A:1 I:1 L:1 Q:1 U:1
A3 30:Q 31:U 32:A 33:I 34:L A:1 I:1 L:1 Q:1 U:1
A0 00:I 01:N 02:E 03:R 04:T E:1 I:1 N:1 R:1 T:1
A1 10:I 11:N 12:E 13:R 14:T E:1 I:1 N:1 R:1 T:1
A2 20:I 21:N 22:E 23:R 24:T E:1 I:1 N:1 R:1 T:1
A3 30:I 31:N 32:E 33:R 34:T E:1 I:1 N:1 R:1 T:1
A0 00:G 01:E 02:A 03:R 04:S A:1 E:1 G:1 R:1 S:1
A1 10:G 11:E 12:A 13:R 14:S A:1 E:1 G:1 R:1 S:1
A2 20:G 21:E 22:A 23:R 24:S A:1 E:1 G:1 R:1 S:1
A3 30:G 31:E 32:A 33:R 34:S A:1 E:1 G:1 R:1 S:1
A0 00:C 01:H 02:I 03:C 04:K C:1 H:1 I:1 K:1
A1 10:C 11:H 12:I 13:C 14:K C:1 H:1 I:1 K:1
A2 20:C 21:H 22:I 23:C 24:K C:1 H:1 I:1 K:1
A3 30:C 31:H 32:I 33:C 34:K C:1 H:1 I:1 K:1
A0 00:H 01:I 02:N 03:G 04:E E:1 G:1 H:1 I:1 N:1
A1 10:H 11:I 12:N 13:G 14:E E:1 G:1 H:1 I:1 N:1
A2 20:H 21:I 22:N 23:G 24:E E:1 G:1 H:1 I:1 N:1
A3 30:H 31:I 32:N 33:G 34:E E:1 G:1 H:1 I:1 N:1
A0 00:T 01:R 02:A 03:S 04:H A:1 H:1 R:1 S:1 T:1
A1 10:T 11:R 12:A 13:S 14:H A:1 H:1 R:1 S:1 T:1
A2 20:T 21:R 22:A 23:S 24:H A:1 H:1 R:1 S:1 T:1
A3 30:T 31:R 32:A 33:S 34:H A:1 H:1 R:1 S:1 T:1
A0 00:C 01:L 02:A 03:S 04:H A:1 C:1 H:1 L:1 S:1
A1 10:C 11:L 12:A 13:S 14:H A:1 C:1 H:1 L:1 S:1
A2 20:C 21:L 22:A 23:S 24:H A:1 C:1 H:1 L:1 S:1
A3 30:C 31:L 32:A 33:S 34:H A:1 C:1 H:1 L:1 S:1
A0 00:S 01:I 02:G 03:H 04:S G:1 H:1 I:1 S:1
A1 10:S 11:I 12:G 13:H 14:S G:1 H:1 I:1 S:1
A2 20:S 21:I 22:G 23:H 24:S G:1 H:1 I:1 S:1
A3 30:S 31:I 32:G 33:H 34:S G:1 H:1 I:1 S:1
A0 00:R 01:E 02:N 03:E 04:W E:1 N:1 R:1 W:1
A1 10:R 11:E 12:N 13:E 14:W E:1 N:1 R:1 W:1
A2 20:R 21:E 22:N 23:E 24:W E:1 N:1 R:1 W:1
A3 30:R 31:E 32:N 33:E 34:W E:1 N:1 R:1 W:1
A0 00:B 01:O 02:U 03:G 04:H B:1 G:1 H:1 O:1 U:1
A1 10:B 11:O 12:U 13:G 14:H B:1 G:1 H:1 O:1 U:1
A2 20:B 21:O 22:U 23:G 24:H B:1 G:1 H:1 O:1 U:1
A3 30:B 31:O 32:U 33:G 34:H B:1 G:1 H:1 O:1 U:1
A0 00:D 01:W 02:A 03:R 04:F A:1 D:1 F:1 R:1 W:1
A1 10:D 11:W 12:A 13:R 14:F A:1 D:1 F:1 R:1 W:1
A2 20:D 21:W 22:A 23:R 24:F A:1 D:1 F:1 R:1 W:1
A3 30:D 31:W 32:A 33:R 34:F A:1 D:1 F:1 R:1 W:1
A0 00:S 01:L 02:O 03:W 04:S L:1 O:1 S:1 W:1
A1 10:S 11:L 12:O 13:W 14:S L:1 O:1 S:1 W:1
A2 20:S 21:L 22:O 23:W 24:S L:1 O:1 S:1 W:1
A3 30:S 31:L 32:O 33:W 34:S L:1 O:1 S:1 W:1
A0 00:Q 01:U 02:I 03:L 04:L I:1 L:1 Q:1 U:1
A1 10:Q 11:U 12:I 13:L 14:L I:1 L:1 Q:1 U:1
A2 20:Q 21:U 22:I 23:L 24:L I:1 L:1 Q:1 U:1
A3 30:Q 31:U 32:I 33:L 34:L I:1 L:1 Q:1 U:1
A0 00:S 01:H 02:A 03:V 04:E A:1 E:1 H:1 S:1 V:1
A1 10:S 11:H 12:A 13:V 14:E A:1 E:1 H:1 S:1 V:1
A2 20:S 21:H 22:A 23:V 24:E A:1 E:1 H:1 S:1 V:1
A3 30:S 31:H 32:A 33:V 34:E A:1 E:1 H:1 S:1 V:1
A0 00:S 01:P 02:O 03:R 04:E E:1 O:1 P:1 R:1 S:1
A1 10:S 11:P 12:O 13:R 14:E E:1 O:1 P:1 R:1 S:1
A2 20:S 21:P 22:O 23:R 24:E E:1 O:1 P:1 R:1 S:1
A3 30:S 31:P 32:O 33:R 34:E E:1 O:1 P:1 R:1 S:1
A0 00:S 01:I 02:X 03:E 04:S E:1 I:1 S:1 X:1
A1 10:S 11:I 12:X 13:E 14:S E:1 I:1 S:1 X:1
A2 20:S 21:I 22:X 23:E 24:S E:1 I:1 S:1 X:1
A3 30:S 31:I 32:X 33:E 34:S E:1 I:1 S:1 X:1
A0 00:C 01:H 02:U 03:N 04:K C:1 H:1 K:1 N:1 U:1
A1 10:C 11:H 12:U 13:N 14:K C:1 H:1 K:1 N:1 U:1
A2 20:C 21:H 22:U 23:N 24:K C:1 H:1 K:1 N:1 U:1
A3 30:C 31:H 32:U 33:N 34:K C:1 H:1 K:1 N:1 U:1
A0 00:M 01:A 02:D 03:L 04:Y A:1 D:1 L:1 M:1 Y:1
A1 10:M 11:A 12:D 13:L 14:Y A:1 D:1 L:1 M:1 Y:1
A2 20:M 21:A 22:D 23:L 24:Y A:1 D:1 L:1 M:1 Y:1
A3 30:M 31:A 32:D 33:L 34:Y A:1 D:1 L:1 M:1 Y:1
A0 00:P 01:A 02:C 03:E 04:D A:1 C:1 D:1 E:1 P:1
A1 10:P 11:A 12:C 13:E 14:D A:1 C:1 D:1 E:1 P:1
A2 20:P 21:A 22:C 23:E 24:D A:1 C:1 D:1 E:1 P:1
A3 30:P 31:A 32:C 33:E 34:D A:1 C:1 D:1 E:1 P:1
A0 00:B 01:R 02:A 03:I 04:D A:1 B:1 D:1 I:1 R:1
A1 10:B 11:R 12:A 13:I 14:D A:1 B:1 D:1 I:1 R:1
A2 20:B 21:R 22:A 23:I 24:D A:1 B:1 D:1 I:1 R:1
A3 30:B 31:R 32:A 33:I 34:D A:1 B:1 D:1 I:1 R:1
A0 00:F 01:U 02:Z 03:Z 04:Y F:1 U:1 Y:1 Z:1
A1 10:F 11:U 12:Z 13:Z 14:Y F:1 U:1 Y:1 Z:1
A2 20:F 21:U 22:Z 23:Z 24:Y F:1 U:1 Y:1 Z:1
A3 30:F 31:U 32:Z 33:Z 34:Y F:1 U:1 Y:1 Z:1
A0 00:M 01:O 02:T 03:T 04:O M:1 O:1 T:1
A1 10:M 11:O 12:T 13:T 14:O M:1 O:1 T:1
A2 20:M 21:O 22:T 23:T 24:O M:1 O:1 T:1
A3 30:M 31:O 32:T 33:T 34:O M:1 O:1 T:1
A0 00:S 01:P 02:I 03:E 04:S E:1 I:1 P:1 S:1
A1 10:S 11:P 12:I 13:E 14:S E:1 I:1 P:1 S:1
A2 20:S 21:P 22:I 23:E 24:S E:1 I:1 P:1 S:1
